,title,channel_title,desc,date,tags,liked,disliked,views,comment
75,How to Draw TOOLS for Kids! Easy Handyman Tools Drawings & Coloring Book,Draw Magic! Cute Drawings and Drawing Tutorials,"How to Draw Tools for Kids! Easy Handyman Tools Drawings Coloring Book.

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new drawing videos for children on a regular basis. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2018-02-27T17:00:01Z,"['coloring book for boys', 'coloring pages for boys', 'coloring pages for kids', 'coloring book for kids', 'coloring book for baby boys', 'drawings for boys', 'drawings for baby boys', 'how to draw tools for kids', 'how to draw tools easy', 'easy drawings for boys', 'easy drawings for kids', 'easy drawings for children', 'easy drawings for toddlers', 'handy man tools drawings kids', 'handy manny tools']",127,30,827528,0
76,व्लाद और निकी तस्वीरों के साथ खेलते हैं | बच्चों के लिए मजेदार वीडियो,व्लाद और निकिता,"व्लाद और निकी तस्वीरों के साथ खेलते हैं | बच्चों के संकलन के लिए मजेदार वीडियो

कृपया सदस्यता लें!

Vlad & Niki दुकान: https://vladandniki.com/
Google Play पर हमारा आवेदन:
https://play.google.com/store/apps/details?id=me.apptivise.vladnikita
App Store हमारा ऐप इस पर:
https://apps.apple.com/us/app/vlad-niki/id1497525407
VLAD Instagram - https://www.instagram.com/Vlad.super.Vlad/
NIKITA Instagram - https://www.instagram.com/nikitoys_official/",2020-10-08T04:00:06Z,,151011,83784,40239929,
77,Melissa si Surprizele Misterioase - Compilare de Istorioare,Melly Karamely,"Alte videoclipuri cu Melissa!

🐝Istorioare vesele:
https://www.youtube.com/watch?v=wP58Ik2TRno&list=PLhmmJwEuxdprQ23y5uBqTQaplO9pfEbI4

🐝Istorioare Educative https://www.youtube.com/watch?v=PhYJJdaI4dc&list=PLhmmJwEuxdppyEF1an6bnq9ro96F7F64p

🐝Provocari,jocuri amuzante https://www.youtube.com/watch?v=l1k2S7Iejy8&list=PLhmmJwEuxdprw09H5IgB-an4EjcgffnBu

🐝Video cu Surprize https://www.youtube.com/watch?v=-zH-J4g0AVI&list=PLhmmJwEuxdppSCL64JJn4cO0t2p-Q0ut1

Jasmell(español)https://www.youtube.com/channel/UCurQ8t3lXQoMXEhRvW6b4Rw
Twosys (english)https://www.youtube.com/channel/UCIrZV-KhAD2MZCSzp8lZX4Q


🐝Instagramul Melissei https://www.instagram.com/mellykaramely/
🐝Instagramul Jasminei https://www.instagram.com/jasmina_show/
#mellykaramely#jasminashow#kidsstory#compilarekids#surprise#funnykids#videoforkids#melicarameli#mysteriousbox",2020-05-27T11:30:02Z,"['melly karamely', 'meli carameli', 'meli karameli', 'karameli', 'melly', 'copii mici', 'funny kids', 'beautifull kids', 'childrens', 'pentru copii', 'for kids', 'vlog', 'vlogger din moldova', 'educativ', 'video pentru copii', 'video for kids', 'youtube kids', 'فيديو للأطفال', 'बच्चों के लिए वीडियो', 'compilare melly karamely', 'melissa si jasmina', 'surprize', 'surprise', 'cutiile misterioase', 'mysterious box', 'kids play', 'kids toy', 'pretend play', 'toys', '2020', 'funny kids story']",8555,3574,13800344,
78,Copilul care s-a ratacit in padure,Melly Karamely,"Jasmina a gasit un copil care s-a ratacit in padure...O istorioara educativa despre cum te poti rataci in padure,daca te indepartezi de parinti...
Acest video este inscenat.
Alte videoclipuri cu Melissa!

🐝Istorioare vesele:
https://www.youtube.com/watch?v=wP58Ik2TRno&list=PLhmmJwEuxdprQ23y5uBqTQaplO9pfEbI4

🐝Istorioare Educative https://www.youtube.com/watch?v=PhYJJdaI4dc&list=PLhmmJwEuxdppyEF1an6bnq9ro96F7F64p

🐝Provocari,jocuri amuzante https://www.youtube.com/watch?v=l1k2S7Iejy8&list=PLhmmJwEuxdprw09H5IgB-an4EjcgffnBu

🐝Video cu Surprize https://www.youtube.com/watch?v=-zH-J4g0AVI&list=PLhmmJwEuxdppSCL64JJn4cO0t2p-Q0ut1

Jasmell(español)https://www.youtube.com/channel/UCurQ8t3lXQoMXEhRvW6b4Rw
Twosys (english)https://www.youtube.com/channel/UCIrZV-KhAD2MZCSzp8lZX4Q


🐝Instagramul Melissei https://www.instagram.com/mellykaramely/
🐝Instagramul Jasminei https://www.instagram.com/jasmina_show/

Partenerul nostru : https://yoola.app/r/6115826075724
#mellykaramely#jasminashow#videoeducativ#funnystory",2020-06-13T10:00:24Z,"['melly karamely', 'meli carameli', 'meli karameli', 'karameli', 'melly', 'vlog', 'vlogger din moldova', 'educativ', 'jasmina show', 'istorie', 'copil ratacit in padure', 'istorioara educativa', 'funny story', 'family story', 'familie', 'copil in padure', 'moral story']",10393,2824,15241772,
79,Menggambar Dan Mewarnai Bayi Tidur dan Peralatan Bayi Untuk Anak-anak | Ara Plays Art,Ara Plays Art,"Halo teman-teman 😊
Hari ini saya menggambar dan mewarnai bayi dan peralatannya menggunakan cat air dan glitter 👶🌈
Selamat menonton 😊",2020-09-05T10:28:21Z,"['Menggambar Dan Mewarnai', 'Video anak', 'Learn Drawing And Coloring', 'Learn Colors']",5111,2764,5374694,0
80,Emma & Jannie Pretend Play Choosing Teacher Profession for Kids,Toys and Colors,"Emma and Jannie pretend play as a teacher because that’s what they want to do when they grow up! They both take turns teaching and becoming a teacher. What do you want to be when you grow up? Do you like educational and learning toys?

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy

Enjoy more fun pretend play kids videos:
Ice Cream Drive Thru https://youtu.be/srRnCuwhdfQ
Music Toys & Kids Songs https://youtu.be/uR-fTBs1tUI
Kitchen & Food Truck https://youtu.be/g8eqq8EluqM
ABC Nursery Rhymes Song https://youtu.be/BNTCpF_n6J4
Johny Johny Song https://youtu.be/8KWps11l45g
Halloween Candy Haul https://youtu.be/a27Q0LlNZSk
Giant Swimming Pool Water Slide https://youtu.be/NEZ59NtGpoc
LOCKED UP Jail Playhouse https://youtu.be/kMkEaqC-214
Babysitting Baby Dolls https://youtu.be/IGmgy_zaUiA
Princess Makeup & Dress Up https://youtu.be/QzIUBQvN7to",2019-03-20T12:00:04Z,"['emma', 'jannie', 'children', 'play', 'kids play', 'kids pretend play', 'kids', 'school', 'teacher', 'class', 'math class', 'teaching', 'learning', 'learn', 'students', 'funny', 'fun', 'toy', 'toys', 'toys and colors', 'profession', 'choose profession', 'choosing professions', 'professions', 'for kids', 'professions for kids', 'kids playtime', 'play toys']",160065,58139,57412674,
81,How to Draw a Cake Easy for Kids! Drawing a Cute Cake Step by Step Art for Kids,Draw Magic! Cute Drawings and Drawing Tutorials,"Coloring Pages for Children: How to Draw a Cute Cake Easy for Kids! Drawing a Cake Step by Step Art for Kids.

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new how-to-draw educational videos for kids every other day. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2017-11-30T18:26:07Z,"['how to draw a cake', 'how to draw a cake easy', 'how to draw a cake for kids', 'how to draw a cake cute', 'how to draw a cake and colour', 'how to draw a cake easy for kids', 'how to draw a cake easily', 'how to draw a cake step by step', 'art for kids hub', 'art for kids', 'cake coloring book', 'cake coloring pages', 'cake drawing for children', 'kids arts and crafts', 'cute drawings for children', 'easy drawing ideas', 'easy drawings for children', 'draw cake easy', 'draw cake step by step']",1029,310,6610086,0
82,Junior Vampirina and Sofia Pretend Play with favorite Toys,Sofia Little Princess,"Vampirina Sofia and Max playing together with toys. Max build playhouse but Vampirina Sofia does magic tricks and collects candies. 
Subscribe to Sofia Little Princess: https://bit.ly/2E7h81n
Instagram: https://www.instagram.com/little_miss_sofia_youtube/",2020-01-10T05:30:00Z,"['junior vampirina', 'pretend play', 'favorite toys', 'candy', 'kids play', 'sofia and vampirina', 'sofia', 'sofia little princess', 'vampirina', 'dress up', 'vampirina compilation', 'vampirina costume', 'make up', 'video for kids', 'kids toys', 'kids video', 'sweets']",29161,12401,11819108,
83,CUTE SCHOOL SUPPLIES DIY Coloring Book for Kids,Draw Magic! Cute Drawings and Drawing Tutorials,"Easy Drawings, Painting and Coloring for Kids: How to Draw Cute School Supplies DIY Coloring Book for Kids: Draw and Color Glue, Pen, Pencil, Ruler, Copybook, Eraser & More School Stuff!

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new how-to-draw educational videos on a regular basis. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2018-02-19T16:00:04Z,"['diy coloring book', 'school supplies drawings', 'coloroing book for children', 'school supplies diy coloring book', 'draw cute drawings for children', 'cute drawings for kids', 'cute drawing videos', 'easy drawings cute', 'cute easy drawings', 'how to draw scissors easy', 'draw copybook for kids', 'school stuff drawings', 'school coloring book', 'diy drawings for kids', 'easy school drawings for kids', 'paint and color coloring book']",122,21,1331028,0
84,Children Viruses & Germs Song | Wendy Kids Sing-along Kids Songs & Nursery Rhymes,Toys and Colors,"Wendy learns about viruses with the Children Viruses & Germs nursery rhymes song for kids! Children's stories and songs about how to keep your hands clean by washing them often and defeat viruses. 

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-09-21T12:00:15Z,"['nursery rhymes', 'kid songs', 'kids songs', 'sing-along', 'sing-along songs', 'nursery rhyme', 'wendy', 'toys and colors song', 'pretend play', 'pretend play song', 'kindergarten', 'preschool', 'baby songs', 'toddler songs', 'toddler', 'baby', 'for kids', 'family fun', 'kids education', 'play', 'toy', 'toys', 'stay at home', 'viruses', 'about viruses', 'kids virus', 'germs', 'kids germs', 'children songs', 'kids videos']",20383,9322,18229433,
85,Belajar Menggambar Dan Mewarnai Ikan Hiu  Warna Warni Untuk Anak-anak,Ara Plays Art,"baby shark ddu-ddu-ddu-ddu-ddu-ddu 😊

saya sangat suka lagu baby shark, apakah kalian juga ? 😊
dan sekarang saya menggambar dan mewarnai ikan hiu

selamat menonton 😊",2019-09-10T08:38:19Z,"['Belajar Menggambar Dan Mewarnai', 'learn Colors For Kids', 'baby shark song', 'baby shark drawing', 'baby shark coloring page', 'baby shark pingfong']",,,7968601,0
86,Kids Swimming Pool Challenge Pretend Play with Emma,Toys and Colors,"Emma pretend playing in the swimming pool to the kids swimming challenge! She needs to collect stuff in the pool as fast as possible. Will she be the fastest kid to collect everything? Fun swimming video with children playing outside activities. 

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-07-21T12:00:31Z,"['toys and colors', 'kids swim', 'pretend play', 'swim', 'swimming', 'pool', 'kids pool', 'pool challenge', 'emma', 'pool toys', 'toy', 'toys', 'swimming toys', 'family fun', 'for kids', 'toys for kids', 'kids playing', 'video for kids']",141283,66205,59439181,
87,BIA LOBO Boo boo com Papai,Bia Lobo,"Inscreva-se no nosso Canal  - https://goo.gl/PKoxLx

Canal Bia Lobo Chloe e Diversão - https://goo.gl/QvrZ4n

Canal de Vlog - https://goo.gl/mhdM48

Contato - http://migre.me/wIGAM

SIGA NAS REDES SOCIAIS
Instagram: http://bit.ly/2ffWZxa
Facebook: http://migre.me/vqJYc


Assine Epidemic Sound - biblioteca de músicas que uso - com meu link de afiliado - http://share.epidemicsound.com/tatilobo


Country Cue 1 de Audionautix está licenciada sob uma licença Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Artista: http://audionautix.com/

Breaktime - Silent Film Light de Kevin MacLeod está licenciada sob uma licença Creative Commons Attribution (https://creativecommons.org/licenses/by/4.0/)
Origem: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100302
Artista: http://incompetech.com/",2019-11-24T12:00:09Z,"['Beatriz Lobo', 'Bia Lobo', 'Baby alive', 'clarabela', 'Crianças', 'kids', 'videos divertidos', 'infantil', 'família', 'criancinhas', 'engraçado', 'brincadeira', 'brincando de boneca', 'brincar', 'diversão', 'brincadeira de criança', 'tati lobo', 'Tatiana lobo', 'canal infantil', 'videos para crianças', 'video for kids', 'funny', 'fun', 'canal para crianças', 'brinquedos', 'novelinhas', 'Channel Family', 'video infantil', 'juguetes', 'niños', 'jogar', 'muñecas']",74161,37612,27358141,
88,Сюрпризы из шарикового пластилина и Игрушки,МультСюрприз,Открываем цветные смайлики Сюрпризы из шарикового пластилина и Рассматриваем Игрушки.,2017-05-23T04:00:00Z,"['foam', 'foam surprise', 'surprise eggs', 'surprise eggs videos', 'surprise', 'eggs', 'foam clay surprise', 'foam clay', 'foam clay slime', 'foam clay smiley face', 'TOYS SURPRISE EGGS', 'шариковый пластилин', 'сюрпризы', 'принцессы', 'Princess', 'Superhero', 'из пластилина', 'игрушки', 'сюрпризы игрушки', 'игрушка маша', 'игрушка миша', 'игрушка принцесса', 'игрушки машинки', 'шар сюрприз']",41128,27001,69932391,371
89,"Menggambar Dan Mewarnai Bibir #3 Dan Lipstik, Dress Warna Warni dan Make Up",Ara Plays Art,"Halo teman-teman, saya Ara😊

Hari ini saya akan menggambar bibir warna warni yang Berkilau, gaun warna warni yang cantik dan bermacam-macam alat rias serta tambahan gliter pada setiap gambar ❤️🌈

Semoga kalian suka dan selamat menonton ~",2019-09-22T03:04:40Z,"['Menggambar Dan Mewarnai', 'Drawing And Coloring', 'drawing and coloring for kids', 'lips coloring pages', 'dress coloring page', 'makeup coloring page']",,,36596293,
90,Cute RAINBOW HEART LOLLIPOP Drawing... AWESOME!!!,Draw Magic! Cute Drawings and Drawing Tutorials,"Rainbow Heart Lollipop Drawing and Coloring Video for Babies and Kids... AWESOME!!!

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new how-to-draw educational videos on a regular basis. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2018-05-28T17:30:00Z,"['lollipop drawing for kids', 'how to draw lollipop for kids', 'how to draw lollipop for babies', 'how to draw lollipop for children', 'lollipop drawing for children', 'rainbow drawings', 'cute drawings', 'drawings for babies', 'drawings for children', 'cool drawings for children', 'how to draw lollipop children', 'how to draw lollipop kids', 'how to draw lollipop babies', 'coloring videos babies']",100,20,1482992,0
91,Vidéo drôle et amusante. Un rhume. Comment vite se rétablir ?,La maison des poupées,"Voici notre nouvelle vidéo drôle et amusante qui va vous montrer comment se rétablir vite à l’aide des produits naturels tels que les fruits et les légumes. Aujourd’hui, notre petite fille a attrapé froid. La pauvre ! Elle a un rhume. Heureusement, il y a beaucoup de moyens de s’en débarrasser. Regardez jusqu’à la fin de la vidéo pour savoir ce qu’il faut faire et si c’est vraiment efficace ou il valait mieux aller chez le docteur. 

💃💄👗👙👠👛👑👡🌟🌈💃💄👗👙👠👛👑👡🌟🌈

🌟Unicorn et Shark
https://www.youtube.com/playlist?list=PLTenn-4txVk_OCkDU2TAnKAvKw9H5ZYeP

🌟 Barbie 
https://www.youtube.com/playlist?list=PLTenn-4txVk_Wvt6QKA4YU7tk--e9GyHV

🌟 LadyBug 
https://www.youtube.com/playlist?list=PLTenn-4txVk9MFepjdzuRFKbsO4pKrW6J

🌟 Peppa Pig 
https://www.youtube.com/playlist?list=PLTenn-4txVk9V5Sf2Bu0smtQVCKItiOMh

💃💄👗👙👠👛👑👡🌟🌈💃💄👗👙👠👛👑👡🌟🌈

Abonne-toi à ""La Maison des Poupées"" pour rien rater:

https://www.youtube.com/channel/UCuQG8afnel_DjZcZgcWo66A?sub_confirmation=1

Bienvenue à ma chaîne créée spécialement pour les filles qui aiment jouer ! Mais si mes vidéos vont aussi intéresser les garçons, je serai très contente ! Ici vous trouverez plein de vidéos avec les poupées - personnages de différents dessins animés connus : Barbie, LadyBug, Peppa le cochon, les princesses, les petits poneys et autres. Vous pouvez m'écrire vos commentaires et vos suggestions à propos des personnages que vous aimeriez voir dans les vidéos ! Je lis tous les commentaires !

💃💄👗👙👠👛👑👡🌟🌈💃💄👗👙👠👛👑👡🌟🌈

https://www.facebook.com/MaPetiteTv/

https://vk.com/petitmondetv",2019-12-18T12:41:04Z,"['vidéo drôle', 'amusante', 'un rhume', 'se rétablir vite', 'comment se rétablir vite', 'video drole', 'videos droles 2019', 'les fruits', 'les légumes', 'les produits naturels', 'la maison des poupées', 'chaîne youtube française', 'français', 'poupées', 'barbie', 'babrie', 'clowns', 'le clown', 'rire', 'juste pour rire', 'rigolade', 'drole', 'soigner un rhume rapidement', 'rigolade drole', 'les fruits et les legumes', 'soigner le rhume', 'histoire amusante', 'histoire drôle']",1952,1313,33312523,15
92,Wendy and Alex Pretend Play Jump through Wall Funny Magic for Kids,Toys and Colors,"Wendy and Alex pretend play jumping through a wall with funny magic for kids with a magic wand toy! Alex sneaks around and uses magic to go through walls and takes stuff. Funny stories for kids to enjoy.

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-09-11T12:00:12Z,"['pretend play', 'toy', 'toys', 'jump through wall', 'magic', 'kids magic', 'magic for kids', 'for kids', 'for children', 'kids play', 'play', 'kids playing', 'kids', 'fun', 'funny stories for kids', 'kids video', 'toys and colors', 'wendy', 'wendy pretend play', 'kids pretend play']",98084,47378,35310924,
93,Perfect BIRTHDAY CAKE for Your Kid's Birthday Party! Cake Drawing & Coloring: Happy Birthday!,Draw Magic! Cute Drawings and Drawing Tutorials,"Birthday Party Decorations & Drawings for Children: Perfect BIRTHDAY CAKE for Your Kid's Birthday! Easy Cake Decorating & Coloring: Happy Birthday! Fun activity for Kids.

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new how-to-draw educational videos on a regular basis. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2017-12-17T16:02:19Z,"['how to draw birthday cake', 'how to draw birthday stuff', 'how to draw birthday party', 'how to draw birthday', 'how to draw birthday things', 'how to draw birthday cake for kids', 'how to draw birthday cake easy', 'birthday stuff drawings for kids', 'kids birthday drawing ideas', 'birthday drawing ideas', 'kids birthday decoration drawings', 'birthday drawings easy', 'birthday drawings for kids', 'birthday cake drawings easy', 'birthday cake draw and color', 'paint coloring book cake']",171,45,991141,1
94,Emma & Andrew Pretend Play Making Colorful Satisfying Slime,Toys and Colors,"Emma and Andrew have a fun day making colorful satisfying slime with their Uncle! They make a kinds of different slimes with different ingredients. 

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2019-11-05T13:00:04Z,"['slime', 'mystery slime', 'slime for kids', 'colorful slime', 'satisfying slime', 'making slime', 'kids playing', 'emma', 'toys and colors', 'kids video', 'foam slime', 'diy slime', 'make slime', 'for kids']",166982,76074,69934341,
95,"How to Draw a Frog Step by Step! Easy Tutorial, Kids' Art & Drawings (+ Crab & Dolphin!)",Draw Magic! Cute Drawings and Drawing Tutorials,"Draw & Color: How to Draw a Frog Step by Step! Easy Tutorial, Simple Kids' Art & Drawings (+Crab & Dolphin!) - How to Make a Frog Drawing.

Be the first to watch our new videos! SUBSCRIBE NOW: https://goo.gl/xrSYvA

At Draw Magic TV we publish new educational videos for kids every other day. 

Our drawing and coloring videos are fun to watch and a great resource to help your kids be creative!",2017-11-02T21:40:08Z,"['how to draw a frog', 'frog drawings', 'draw a frog kids', 'kids coloring pages frog', 'how to draw a frog for kids', 'baby art and color', 'paint coloring pages', 'coloring page for kids', 'how to draw a frog coloring page', 'frog drawing tutorial', 'frog drawing for kids', 'frog drawing easy', 'drawing frog step by step', 'drawing frog pictures', 'frog drawing colour', 'how to make frog drawing', 'draw a frog simple']",244,86,5420701,0
96,Ryan Pretend Plays with McDonald's Toys and Power Wheels,Ryan's World,"Ryan Pretend Plays with McDonald's Toys and Power Wheels! Ryan ride in his police car funny kids video in real life with Ryan's Family!  
This is just a skit, a funny kids video!",2017-03-19T12:00:04Z,"['power wheels', 'happy meal', 'In real life', 'pretend play', 'pretend play food', 'drive thru prank', 'Surprise Toys', 'Ride On Cars', 'toys for kids', 'happy meal toy', 'Ryan Toysreview', 'Ryan']",147292,71484,121758925,
97,ติดอยู่ในบ้าน ที่แฮ็คเกอร์จ้องเล่นงานอยู่ | ละครเด็กจิ๋ว,Dek Jew Chill Out,"โอย..หนีไปไกลถึงเขาใหญ่ แฮ็คเกอร์ยังตามไปอีกเหรอเนี่ย

Subscribe หรือสมัครสมาชิกเพื่อติดตามช่องเด็กจิ๋วได้ที่ https://www.youtube.com/user/DekJewChillOut

ติดตามเรื่องราวของเด็กจิ๋วเพิ่มเติมได้จาก https://www.facebook.com/DekJewChillOut และ http://www.dekjew.com/

#dekjew #dekjewchillout #เด็กจิ๋ว #น้องพริม #NPrim #เด็กจิ๋วชิลเอาท์  #ตลก #สนุก #ช่องเด็ก #ละครเด็กจิ๋ว",2019-08-24T01:36:04Z,"['เด็กจิ๋ว', 'ช่องเด็ก', 'เด็ก', 'ตลก', 'น่ารัก', 'เลี้ยงลูก', 'น้องพริม', 'dek jew chill out', 'สนุก', 'dek jew', 'เด็ดจิ๋ว', 'ช่องใหม่เด็ดจิ๋ว', 'ช่องใหม่เด็กจิ๋ว', 'dekjew', 'dekjewchillout', 'ละครเด็กจิ๋ว', 'เด็ดจิ๋วช่องใหม่', 'แฮ็คเกอร์', 'ชายใส่หน้ากาก', 'hacker']",14307,4783,6006184,
98,Jannie and Andrew Pretend Play Selling Ice Cream Drive Thru Shop | Funny Food Toys Story for Kids,Toys and Colors,"Jannie and Andrew are pretend playing selling ice cream at the ice cream drive thru shop. Andrew has all kinds of different flavor ice creams to sell and Jannie and his other customers love it. Grandpa arrives, but forgot his wallet… What will he do?

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-07-05T12:00:09Z,"['ice cream', 'pretend play', 'selling ice cream', 'kids toys', 'ice cream shop', 'for kids', 'ice cream toys', 'kids play', 'toys and colors', 'drive thru', 'icecream', 'ice cream drive thru', 'kids playing', 'pretend food toys', 'pretend play toys', 'icecream drive thru']",89193,43935,32706503,
99,Wash Hands Healthy Habits Song | Jannie Sing-Along Nursery Rhymes Kids Songs,Toys and Colors,"Sing-along with Jannie to the Wash Hands Healthy Habits Song! This fun nursery rhymes song for kids will show them the importance of washing your hands to keep their hands clean. Wash your hands often to wash off the germs, virus, and bacteria! Dance and sing-along to this fun song for children and toddlers and babies.

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-07-03T12:00:29Z,"['nursery rhymes', 'wash hands', 'healthy habits', 'wash hands song', 'wash your hands song', 'kids songs', 'sing-along', 'children songs', 'toddler songs', 'kids entertainment', 'kids education', 'kindergarten', 'kids videos', 'toddler', 'sing-along songs', 'baby songs', 'preschool']",58576,32871,25576187,
100,Alex Play Learning About Insects with Mystery Box Toy Challenge| Fun Insect Facts and Toys for Kids,Toys and Colors,"Alex is pretend playing learning about insects with a mystery box! Uncle Sam shows him many different types of insect toys and teaches him many different things about them. Kids learn about dragonfly, bees, flies, grasshopper, cockroach, and many more bugs!

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-07-01T12:00:29Z,"['challenge', 'mystery box', 'toys and colors', 'insects', 'kids toys', 'insect toys', 'bugs', 'bug toys', 'toys challenge', 'alex', 'insect video for kids', 'insect video', 'educational', 'kids education', 'education', 'kids entertainment', 'kids video', 'for kids', 'playtime', 'kids learn', 'learning', 'fun learning', 'family fun']",40036,18656,23525180,
101,Jannie Plays with Colorful & Sweets Gumball Machine Kids Toy | Fun Children Video,Toys and Colors,"Jannie plays wither her new color and sweets gumball machine toy for kids! Uncle Mike has a gumball store and trades gumballs for yummy fruits. Jannie goes around looking for colorful fruits and learns colors in the process.

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-06-29T12:00:09Z,"['jannie', 'toys and colors', 'pretend play', 'gumball', 'gum ball', 'color toys', 'colorful toys', 'toys for kids', 'toy', 'toys', 'play', 'pretend', 'funny', 'fun', 'story for kids', 'gumball machine', 'gumball machine toy', 'kids entertainment', 'kids education']",83079,45611,45765595,
102,Jannie Pretend Play Preparing Healthy Food for Uncle to Eat| Funny Johny Johny Exercise Kids Video,Toys and Colors,"Jannie pretend play preparing healthy foods for her Uncle. Uncle Jay likes eating junk food and becomes really unhealthy. Jannie helps him eat better food to help him stay fit and also exercises with him to get him back in shape!

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-06-27T12:00:21Z,"['jannie', 'toys and colors', 'play at home', 'healthy', 'healthy food', 'funny uncle', 'funny kids', 'pretend', 'play', 'kids play', 'what i eat in a day', 'healthy eating', 'fun kids exercise', 'kids entertainment', 'johny johny', 'yes papa', 'food for kids', 'vegetables for kids', 'funny video for kids', 'pretend play food']",106118,61049,43972022,
103,Eat Healthy Food Song | Nursery Rhymes and Kids Songs Sing-along Emma Pretend Play,Toys and Colors,"Eat Healthy Food sing-along nursery rhymes sing with Emma! She pretend plays with her family to see what is healthy food and unhealthy food. Do you know the difference? Learn what to eat with Emma and Toys and Colors!

Subscribe for notifications to new videos: https://www.youtube.com/channel/UCgFXm4TI8htWmCyJ6cVPG_A?sub_confirmation=1

Check out our latest videos playlist: https://www.youtube.com/watch?v=fsHnS3mZglg&list=PL5gq3QGk5j3hRwpMNKQ9L5NyUt3FiTmSy",2020-09-29T12:00:09Z,"['eat healthy', 'eat healthy song', 'song for kids', 'kids song', 'nursery rhymes', 'toys and colors', 'emma', 'emma pretend play', 'pretend play song', 'pretend play', 'preschool', 'baby songs', 'kids videos', 'children songs', 'sing-along', 'sweet tooth', 'kids play', 'educational videos for kids', 'healthy eating for children', 'learning', 'kids', 'play', 'fun', 'how to eat healthy', 'healthy eating']",34179,15121,18993719,
